"first_name","last_name","birth_date"
"amida","cavaliero",1989-09-01
"polonara","mantzaris",1999-12-15
"jawun","pons",1998-02-11
"jahlil","snyder",1985-03-09
"gaines","gunther",1974-02-04
"mcnair","hunt",1989-09-14
"gene","freeman",1990-06-01
"ethan","akele",1993-06-14
"dedric","ferrero",1992-01-18
"dee","trunic",1990-07-28
"gudaitis","monia",2001-12-22
"butterfield","dawson",1984-06-13
"brandin","zimmerman",1991-11-22
"basden","collison",1995-11-24
"elias","goudelock",1985-02-24
"ribas","rougeau",1997-08-02
"dellosto","gaspardo",1985-11-27
"etdrick","russell",1976-05-24
"wolkowyski","carlisle",1983-10-13
"dell","murphy",1977-12-11
"julian","pusica",2001-02-10
"samb","stuckey",2002-01-27
"mardy","gafford",1990-01-22
"max","nesterovic",1995-07-11
"craig","dileo",1993-09-30
"oleksiy","dime",1992-09-27
"emmett","kaman",1982-11-30
"kammron","ristic",1997-07-24
"michele","caracter",1988-08-23
"rubit","baldasso",1991-09-18
"ahmet","ridnour",1985-02-28
"maynor","sweetney",1988-11-04
"baston","seeley",1987-11-20
"clint","gortat",1996-07-21
"patric","nzosa",1988-11-26
"bowdler","perez",1994-04-24
"mattisseck","vene",1992-07-28
"damjan","martin",1994-08-03
"koenig","crescenzi",1986-05-05
"ernest","barford",1994-02-13
"dwayne","augustin",1990-03-20
"rakocevic","calvin",1995-11-17
"giedraitis","virginio",1989-04-24
"abromaitis","mullens",1985-08-25
"avery","shermadini",1977-07-30
"jawai","doornekamp",1988-05-02
"niccolo","fortas",1988-05-31
"sloukas","hommes",1989-07-03
"henry","waczynski",1991-04-04
"dangubic","lopez-arostegui",1987-10-19
"huskic","khryapa",1991-01-03
"law","slokar",1982-12-07
"eyango dingo","benitez",1992-11-15
"justiz ferrer","dyson",1996-05-28
"vyacheslav","penigar",1998-10-07
"yankuba","strazel",1991-05-09
"marei","mccloud",1980-05-28
"burns","gray",2002-04-30
"andrey","martinez",1998-08-28
"lauvergne","van",1993-08-17
"mensah-bonsu","balcerowski",1989-06-28
"mac","sanli",1989-06-08
"ismet","coles",1997-07-26
"kendrick","holland",1989-04-21
"maksim","ketner",1994-12-12
"sandy","pradilla",1992-03-21
"randolph","huerter",1994-12-11
"saric","melli",1990-06-02
"bertans","motiejunas",1980-01-17
"malik","delk",1990-05-20
"weiler-babb","osman",2002-12-01
"zhaire","carney",1993-05-20
"marcos","gagic",2002-06-23
"dekker","pauli",1989-10-25
"lamar","caffey",1986-12-22
"zipser","mcclellan",1990-06-28
"tahjere","elson",1993-03-11
"morse","acie",2001-05-01
"sutton","normantas",1996-03-12
"joesaar","mann",1983-04-04
"gamble","casspi",2003-07-08
"pargo","buva",1990-05-16
"garth","holt",1992-08-05
"alves benite","costello",1992-06-01
"obinna","strong",1994-04-04
"kurt","gilder",1993-11-29
"isaiah","mattisseck",1997-01-02
"daniels","brimah",1988-09-13
"badji","dotson",1986-01-22
"townes","ouattara",1988-05-27
"laphonso","slater",2002-09-16
"kadeem","levert",1982-01-17
"payton","baker",1984-12-19
"marvin","burnell",1995-12-30
"kevon","wilcox",1989-07-23
"wojciechowski","lewis",1982-03-22
"marquis","spires",2001-12-23
"sharapov","snell",1999-04-18
"kapono","boykins",2000-07-21
"prigioni","mcfadden",1998-04-14
"larkin","frahm",1995-05-20
"santiago","chandler",1980-09-12
"ludde","strickland",1992-02-02
"pedja","fall",1994-07-12
"biancotto","raieste",1995-07-28
"filipovity","tavares",1992-09-16
"avdija","dedmon",2000-01-17
"roko","blackmon",1997-02-12
"jarrett","ratliff",1987-06-23
"sundov","faried",1984-03-03
"orien","porfilio",1988-01-19
"alize","redick",1993-02-17
"parakhouski","brooks",1985-06-18
"patterson","washington",1991-07-23
"oriola","okeke",1973-11-13
"green","christodoulou",1977-03-03
"bellato","telfair",1987-12-20
"borg","harangody",1978-01-10
"monte","lauderdale",1984-04-28
"sant-roos","reaves",1993-12-16
"ajinca","fischer",1987-05-19
"foote","voskuhl",1982-03-28
"tavares","longley",1990-08-03
"greg","mclemore",1979-12-22
"donnell","jacobson",1987-06-12
"fizer","diop",1978-08-04
"quentin","shamet",1991-04-04
"peacock","singler",1993-02-19
"flores","warney",1986-05-23
"lonzo","ruzzier",1988-02-07
"jerrett","maye",1995-03-25
"dupree","randolph",1991-01-01
"ibrahim","goodwin",1983-08-22
"hakeem","moon",1998-04-03
"norris","rondo",1992-03-22
"eric","giedraitis",1994-07-17
"savovic","stevens",1994-01-04
"ali","bass",1994-06-30
"chalmers","jeffries",1985-03-07
"curtis","sola",1995-01-31
"jones","yabusele",1986-08-05
"haukur","iguodala",1983-04-11
"pullen","ndjock",1994-07-04
"efthimios","laprovittola",1994-05-17
"griffin","moiso",1990-03-02
"lance","pavic",1991-10-25
"jorge","carr",1993-01-30
"gerald","zubac",1992-12-27
"rousselle","okafor",1987-07-24
"silas","helmanis",1995-01-23
"duscak","lomazs",1996-02-09
"scalabrine","ellis",1989-07-14
"andre","morant",1991-03-07
"bryant","enoch",1992-05-09
"magassa","dimitrijevic",1989-06-23
"hunter","nowell",1996-07-02
"ejim","lekavicius",1993-03-21
"marko","lawson",1992-07-16
"korkmaz","hall",1988-07-28
"trimble","villanueva",1978-05-29
"romero","butler",1983-04-05
"bilan","english",1990-07-17
"andersson","jenkins",2003-08-05
"rade","ozdemir",1980-05-06
"yoeli","dudzinski",1995-06-07
"olden","bogues",1989-02-08
"bol","leunen",1991-01-30
"diawara","dulkys",1991-09-17
"gagic","jaric",1998-02-18
"ahmet safa","font",1994-08-28
"yakuba","shirley",1995-05-24
"pinkney","pustovyi",1991-09-17
"reiner","cusin",1978-11-29
"wallace","parks",1994-04-25
"kristofer","vives",1989-05-25
"white","meeks",1983-09-26
"roberson","turner",1990-08-16
"rashard","gibson",1992-12-27
"dzanan","harrison",1998-02-06
"yabusele","thomas",1976-10-11
"burks","eddie",1990-09-30
"tambone","flaccadori",1986-07-27
"mitchell","varnado",2002-04-08
"amar","white",1989-01-31
"rooks","bellato",1992-05-16
"jaron","collier",1991-01-01
"kanter","gee",1991-12-29
"hodzic","mccoy",1990-10-23
"coby","arenas",1990-01-23
"dairis","barea",1979-07-09
"berhanemeskel","alber",1971-06-13
"donta","ferrell",1989-10-28
"tomeu","palmi",1999-04-26
"jj","hollins",1991-07-19
"noel","haywood",1996-02-10
"allerik","santana",1990-11-21
"daum","wright",1980-08-08
"theis","wagner",1997-06-07
"jermareo","valiev",1980-06-15
"olaizola","zanotti",1986-12-29
"amine","simmons",1975-07-24
"kelley","waters",2001-08-15
"jaroslaw","rupnik",1977-04-09
"stefano","magette",1992-06-09
"stanislav","nesby",1998-02-05
"dorell","lue",1991-07-27
"joaquim","elizabeth",1984-12-14
"guido","bouquet",1991-05-03
"andrea","zubkov",1990-12-02
"kaleb","chappell",1985-12-04
"charlie","pack",1976-02-16
"candi","mahinmi",1976-06-16
"darryl","durant",1992-07-07
"antonius","walton",1997-02-27
"predrag","nikic",2003-08-13
"perez","eyango",1994-01-21
"v.j.","bosh",1996-04-29
"mateusz","okogie",1984-08-18
"pops","mcnair",1999-05-24
"miquel","watford",1993-05-11
"crispin","ellison",1997-04-19
"llovet","akoon-purcell",1996-04-05
"primoz","bynum",1989-02-05
"smits","mcleod",1994-05-04
"delgado","gallo",1979-12-22
"pack","branch",1984-03-27
"cissoko","abromaitis",1992-08-15
"mosley","giddens",1996-12-01
"egidijus","divac",1973-09-07
"diener","sun",1997-03-16
"khyri","briscoe",1994-11-16
"daniel","kornet",1998-07-01
"yigitcan","cerella",1990-02-24
"tibor","goldwire",1994-07-12
"sastre","milton",1984-04-08
"barrett","stackhouse",2003-10-03
"diagne","ray",1975-02-03
"flaccadori","david",1992-05-21
"brice","reiner",1993-05-09
"meindl","casey",1996-07-06
"welsch","fontecchio",1993-11-23
"benzing","mancinelli",1984-11-08
"kostas","hampton",2000-03-04
"bartoli","catanella",1979-11-10
"freddie","franks",1988-08-09
"goudelock","duhon",1997-02-25
"kwan","poirier",1991-03-28
"slaughter","landry",1993-04-22
"kruslin","tanoulis",1998-02-04
"solomon","caruso",1978-07-08
"nocioni","malone",1978-12-19
"egor","bogdanovic",1991-12-18
"renaldo","hopson",1992-04-11
"devin","aminu",1997-01-19
"novica","mathias",1993-04-21
"mikael","mccree",1987-08-20
"schneider","polynice",1990-05-01
"glover","markovic",1992-10-22
"sasu","muscala",1996-02-15
"banks","scrubb",1990-04-28
"la torre","mccaskill",1996-08-22
"dallas","mockevicius",1995-05-25
"ansu","gbinije",1992-02-19
"christmas","clarke",1980-09-19
"kljajic","knudsen",1979-02-01
"christon","curry",1988-12-08
"moritz","maddox",1981-05-30
"norman","mack",1983-10-23
"crawford","feldeine",1995-09-16
"wafer","blalock",1984-02-14
"putney","okoye",1969-02-03
"garcia","krubally",1976-03-17
"darren","vidmar",1993-08-19
"watson","ware",1999-11-24
"poirier","o'quinn",1978-03-01
"terrell","exum",1994-08-17
"salash","wolkowyski",1992-05-14
"udanoh","person",2000-10-27
"franco","phil",1993-03-15
"terence","welsh",1977-10-31
"de'aaron","bluiett",1997-06-17
"bray","baldwin",1990-09-12
"marial","leslie",1994-02-27
"heckmann","ely",1987-06-01
"briante","sasser",1979-10-24
"pleiss","rabaseda",1986-03-21
"jodie","sychev",1975-05-19
"guillermo","ashley",1982-06-23
"sharma","garner",2000-07-09
"martynas","boone",2000-04-06
"bruno","maxiell",1992-11-17
"mccaskill","jamison",1990-12-09
"nerlens","nailon",1995-12-11
"xavi","kalinov",1991-08-08
"moretti","zivanovic",1991-05-12
"dominguez","luke",1994-06-17
"printezis","akdamar",1986-12-23
"giovanni","ilyasoglu",2004-05-16
"moraschini","riller",1993-02-03
"hadi","jokic",1983-11-14
"devonte","bretzel",1991-03-10
"munoz","dorsey",1987-11-05
"nathan","echenique",1995-12-29
"christ","arslan",1997-10-02
"dimitrijevic","giles",1985-11-15
"pushkov","herro",1986-02-02
"jaleel","ollie",1993-02-12
"deon","pavani",1992-07-04
"ariely","douglas-roberts",1974-11-01
"gladness","alston",1980-12-07
"amir","finley",1993-07-23
"caglio","smith",1990-03-20
"dogus","beaubois",1995-12-22
"terry","palacio",1995-08-22
"ruffin","krause",1996-10-04
"drell","thornwell",1985-03-31
"joey","siler",1994-10-25
"arnoldas","jacobsen",1992-12-13
"wilks","dee",1995-03-15
"papapetrou","delow",1998-07-21
"chillo","walker",1986-01-21
"willis","maledon",1992-11-29
"padgett","sykes",1992-09-03
"krunoslav","rebraca",2002-12-22
"demetris","felicio",1998-10-13
"yuceoral","anunoby",1993-11-18
"wally","ehigiator",1981-12-31
"ioannis","gooden",1993-09-11
"pascal","garland",1988-03-07
"pavic","wiggins",1983-12-04
"alonzo","dooling",1982-09-30
"jankovic","preston",1989-11-28
"brad","frazier",1984-11-30
"spencer","cleaves",1993-11-29
"radanov","elegar",1985-10-25
"pablo","ostertag",1991-11-29
"tomasz","strelnieks",1993-11-05
"causeur","kasun",1986-04-01
"cousin","redd",2001-02-21
"justin","milutinov",1996-08-11
"knight","trimble",2002-01-31
"kuric","payne",2001-05-20
"evan","doyle",1995-07-21
"ilic","barthel",1975-04-06
"timothe","tote",1999-04-26
"simanic","webster",2001-05-02
"cheatham","drell",1978-01-21
"santana","blatche",1983-02-05
"urtasun","pargo",1983-03-06
"dobric","hardaway",1992-12-01
"rudy","colom",1993-10-26
"wood","hagans",1992-06-17
"derrick","andersson",2001-01-05
"font","vlade",1977-04-02
"volodymyr","perovic",1985-03-10
"boban","fotu",2002-06-18
"serron","dos",1977-07-31
"slavko","jackson",1999-03-20
"jamaal","kersey",1989-12-04
"cristiano","wiltjer",1993-06-13
"hilliard","neto",1988-10-30
"prepelic","robinson",1995-07-26
"aj","miles",1992-07-11
"seraphin","cardinal",1990-05-05
"lighty","mccaw",2001-04-02
"sviatoslav","radovic",1983-10-31
"gary","mitrovic",1988-11-23
"birkan","connaughton",1989-03-10
"markel","abrines",1998-01-26
"rajon","hummel",1994-05-03
"sychev","norris",1976-08-12
"wells","leonard",1999-02-06
"mccallum","ferguson",1990-01-16
"summers","mooney",1991-11-20
"alex","cheatham",2001-01-21
"konate","bacon",1988-01-17
"goodwin","kennedy",1999-03-30
"eimantas","mosley",1978-03-31
"rebraca","hayward",1993-02-13
"willie","silas",1987-04-29
"treier","courby",1989-05-30
"fitch","cancar",1992-10-27
"desi","korkmaz",2001-12-11
"dijon","stojakovic",1986-09-25
"d'or","parrado",1984-07-09
"pusica","caupain",1996-07-17
"jahidi","dickens",1995-01-18
"d'vauntes","mekowulu",1972-04-13
"aaron","birch",1995-06-04
"oberto","filippi",1990-05-19
"gianmarco","law",1986-11-30
"walsh","wayns",1982-03-29
"rj","birgander",2000-07-03
"clyburn","hairston",1986-06-28
"beane","alexandre",1976-01-21
"evgeny","stepania",1993-12-31
"iman","bowen",1980-03-14
"osetkowski","looney",1993-02-15
"fortas","sims",1999-11-29
"foster","flores",1987-02-04
"kloof","przybilla",1991-09-09
"gintvainis","batiste",1997-06-25
"kinsey","babb",1983-12-28
"udoka","gonzalez",1995-11-30
"moochie","gugliotta",1971-12-25
"cain","murray",1995-12-02
"randy","johnson",1993-11-25
"carlo","mcguire",1987-03-16
"king","alpert",1983-01-20
"mckissic","carter",1985-11-21
"randle","wade",1988-12-05
"matteo","coffey",1994-03-04
"abdoulaye","mays",1982-11-27
"mamadi","rodriguez",1991-06-17
"keldon","davidovac",1976-12-10
"mindaugas","kabengele",1989-03-10
"luz","appling",1995-05-05
"edney","matthew",1991-01-27
"gian","conroy",1985-07-22
"gabriel","moraschini",1986-05-20
"stan","aldemir",1993-09-09
"sene","ndour",1997-06-14
"milaknis","hickerson",1989-07-08
"tuncer","kittles",1987-03-09
"moss","bachynski",1969-09-19
"juwan","egwu",1995-04-09
"trent","saunders",1990-02-25
"don","yildizli",1990-09-15
"alpha","dixon",1989-06-30
"oroz","ginobili",1986-04-30
"angelo","thabeet",1976-12-09
"moses","motley",1993-04-19
"magarity","burke",1980-10-28
"zeljko","bembry",1994-03-21
"sirvydis","punter",1982-09-18
"radoje","wood",1992-12-23
"javier","ejim",1994-04-05
"roberts","malmanis",1996-03-29
"sanders","pekovic",1986-05-08
"kaspar","ramos",2001-01-12
"ristic","montero",1996-02-19
"dermarr","jovanovic",1997-03-24
"sesay","mahmutoglu",1998-07-11
"motos","payton",1996-06-02
"tote","cesar",1991-03-24
"jonathan","newman",1991-06-03
"almond","gudaitis",1994-10-18
"ozan","drummond",1989-01-30
"navarro","phillips",2000-12-30
"moon","sibert",1984-10-25
"wembanyama","childs",2002-11-12
"kavion","kerr",1977-05-27
"jamychal","benson",1981-01-19
"arslan","bazinas",1995-03-15
"janari","woodard",1984-01-17
"koufos","nixon",1992-04-27
"brussino","metu",1991-08-01
"da ros","walton",1985-02-01
"alejandro","mekel",2003-01-04
"onyeka","de",1976-06-02
"donovan","terrell",1991-03-09
"tristan","senglin",1992-01-07
"bracey","upson",1994-03-29
"qyntel","mccullough",1993-05-17
"wiley","klepeisz",1987-07-06
"de'andre","zizic",1976-04-23
"millsap","tolliver",1999-01-18
"guduric","drake",1978-02-04
"mo","guyton",1978-06-28
"fotsis","rider",1997-07-17
"viacheslav","kyser",1980-05-09
"russell","hayes",1990-04-09
"bennett","pajola",1991-11-12
"athanasios","bowdler",2002-05-03
"keith","paige",1997-12-05
"pavani","yao",1989-11-01
"dunston","newble",1984-03-28
"deng","townes",1989-08-29
"atias","zanelli",1987-03-06
"alando","nedovic",1991-05-16
"oliver","medvedenko",1986-05-15
"conroy","mashburn",1995-05-04
"mekel","heckmann",1989-11-21
"raef","maggette",1987-06-21
"perry","monk",1999-01-21
"delk","cooke",1990-04-05
"moore","bayehe",1976-09-12
"speedy","faverani",1986-05-07
"salvatore","forte",1984-08-22
"thabo","pinson",1999-12-06
"cooley","funderburke",1996-10-18
"jumaine","avdija",1991-11-23
"dean","collins",1989-02-24
"bargnani","turiaf",1994-05-23
"mitrovic","vesely",1978-02-09
"chauncey","bellas",1990-06-03
"conti","forbes",1988-12-17
"kobe","satterfield",1999-03-10
"ozdemir","raduljica",1989-09-17
"lipkevicius","de",1988-02-07
"de'anthony","hickson",1998-02-20
"rokas","parakhouski",1991-11-23
"donyell","tessitori",1996-08-16
"marcus","nogueira",1985-12-21
"yuriy","guy",1972-05-05
"casey","ledo",2001-09-22
"temple","infante",1985-06-30
"ayon","poythress",1986-07-15
"malmanis","dobric",1983-10-17
"margiris","jacobs",1990-04-01
"omer","artest",1989-10-28
"rodrigue","trybanski",1981-08-02
"melo","rousselle",1988-04-03
"kim","sant-roos",1985-09-20
"lahaou","alves",1995-06-23
"doron","buckner",2000-05-08
"armon","kleber",1997-07-29
"grayson","n'doye",1990-11-09
"marco","olaizola",1976-05-20
"berkay","dragic",1987-06-18
"shamarkus","bako",1980-05-03
"danilo","spellman",1983-06-16
"kassius","brenneke",1990-02-20
"mustafa","lukovic",1975-10-04
"del val garcia","datome",1983-12-07
"zaza","neal",1983-10-29
"bob","casarin",1977-02-10
"daequan","batum",1987-02-25
"jaden","ratton",1989-08-23
"vouyoukas","putney",1987-11-03
"barber","tarlac",1993-03-09
"delroy","day",1976-02-29
"dewan","forrest",1988-06-06
"deandre","deck",1991-05-24
"lindsey","garbajosa",1983-03-28
"popovic","tsakalidis",1991-08-03
"larry","logan",1980-10-18
"yue","magassa",1995-08-07
"zydrunas","sastre",1993-01-09
"vezenkov","abdul-wahad",2000-09-06
"eatherton","murry",1978-06-28
"quinndary","moerman",1978-02-19
"garuba","jefferies",1988-01-08
"jeremiah","evans",1990-04-20
"wayne","varda",1981-10-19
"khryapa","weaver",1992-12-02
"cotton","clyburn",1982-08-14
"mengke","cervi",1994-03-09
"jarrod","petrucelli",1995-01-08
"sipahi","robbie",1985-02-19
"mason","lopatin",1993-10-16
"catanella","hannah",1987-08-18
"rasheed","glover",1990-11-08
"mcfadden","bell-holter",1989-03-02
"llull","trent",1984-02-19
"balvin","ceballos",1991-08-07
"jr","lasme",2002-01-04
"cesar lima","fox",1985-12-02
"shawn","lammers",1983-01-04
"rolands","dubljevic",1988-09-29
"leroy","simpkins",1991-08-01
"yante","queeley",1998-10-07
"dorsey","mayo",1985-05-30
"eulis","harrellson",2002-09-04
"brezec","ayres",1989-09-19
"palacio","stith",1994-04-16
"beasley","san",1993-11-08
"karl","fitch",1986-04-08
"djurisic","adiguzel",1988-01-18
"farmar","larue",1995-07-16
"mack","ubiles",1980-03-30
"breein","johnson-odom",1990-07-08
"gaspardo","vanderbilt",1986-09-07
"christian","evstigneev",1988-03-15
"babatunde","o'neal",1970-05-09
"loyd","boumtje-boumtje",1985-09-14
"kaimakoglou","munford",1994-05-20
"mazzola","wingate",2002-08-23
"d'ercole","alonso",1993-01-09
"sundiata","ladurner",1992-03-13
"lionel","kuric",1994-09-20
"ratton","zipser",1982-08-03
"taurean","stoilov",1987-01-18
"roscoe","bartolome",1989-07-03
"beniamino","macklin",1976-12-08
"rabaseda","bazemore",1986-01-02
"jarvis","frisby",1990-03-08
"joel","bogut",1985-10-06
"antoine","layman",1986-05-14
"woods","harrow",1987-04-28
"devonte'","payton",1996-09-07
"garbajosa","macijauskas",1994-10-17
"horton","joseph",1992-02-25
"andrei","diakite",1990-01-04
"ford","plumlee",1994-03-28
"tevfik","georges-hunt",1993-03-23
"ilnitskiy","acker",1975-12-01
"omic","tomas",1991-07-28
"michael","skinner",1996-05-29
"bornn","samuels",1976-06-23
"kristaps","lucas",1980-10-16
"leonardo","diaz",1975-10-15
"kenneth","farrakhan",1988-12-07
"abdul","flynn",1994-06-26
"slokar","caboclo",1994-07-12
"akyazili","doumbouya",1986-05-26
"luol","palumbo",1995-04-07
"chuma","monte",1988-10-30
"derek","dickau",1983-05-05
"birch","harkless",1991-04-02
"udom","ross",1986-07-03
"almazan","koufos",1988-05-24
"erten","starks",1993-05-27
"sulaimon","dellosto",1990-06-18
"jabari","brown",2003-05-31
"jeryl","montague",1996-01-23
"dikembe","felton",1992-05-14
"salvo llambrich","hackett",2002-03-29
"anderson","campbell",1994-10-12
"yannick","afflalo",1993-10-05
"parra","declercq",1989-08-07
"leslie","fernando",1987-01-26
"quinn","freeland",1993-11-25
"helmanis","klimenko",1994-11-20
"dickey","kravtsov",1976-11-02
"balbay","battie",1997-06-10
"corey","wesley",2001-08-02
"dickens","cummings",1992-08-25
"phil","radanov",1995-07-22
"kay","richard",1999-08-07
"guilliem","giannopoulos",1974-11-01
"aleksa","beachem",1979-06-06
"vittorio","reed",1993-02-25
"devecchi","adams",2001-01-17
"goldwire","gai",1995-03-10
"gasper","queen",2000-08-28
"barnies","robertson",1993-04-10
"marti","chalmers",1979-05-08
"gherardo","allred",1983-05-22
"candan","williams",1984-01-28
"jakeenan","gerun",1985-05-27
"jamal","o'bryant",1993-04-02
"voshon","volkhin",1994-03-26
"armstrong","stanley",1983-01-24
"jagodic-kuridza","basso",1988-01-16
"sagaba","willis",1989-08-21
"bonzie","landers",1987-04-22
"sertac","wesson",1977-07-18
"damone","larkin",1993-11-09
"punter","vezenkov",1982-07-18
"de colo","beal",1995-08-20
"mccalebb","jabour",1984-04-06
"marek","clark",1992-02-04
"viny","potapenko",1999-07-13
"delfino","irving",1993-12-01
"ryan","bender",1993-03-29
"ohlbrecht","rabb",1984-04-01
"timma","olajuwon",1999-07-24
"myck","porzingis",1993-05-02
"moerman","stiemsma",1993-08-15
"ukic","venskus",1999-04-10
"jakovics","ferrando",1992-06-12
"shelvin","khvostov",1990-05-10
"alvin","poeltl",1999-04-19
"rigo","conklin",1995-12-21
"caleb","radmanovic",2001-02-02
"rivero","uzinskiy",1986-06-07
"ellis","wafer",1973-04-11
"haislip","hobson",1979-04-18
"fabien","jeter",1993-12-27
"alviti","pasecniks",1988-02-14
"jenkins","ponds",1995-01-31
"gytis","jerebko",1986-09-10
"dwight","ingram",1996-09-13
"loren","hinrich",1996-03-17
"pajola","kilpatrick",1990-12-25
"sabatini","mitoglou",2000-05-23
"jokubaitis","mckie",1992-05-05
"albert","carroll",1990-03-18
"duje","vaulet",1994-08-31
"alpert","magarity",1995-06-25
"andreas","dunn",1985-09-11
"osby","anderson",1987-08-15
"parrillo","marinkovic",1992-06-03
"metin","akognon",1995-04-10
"amar'e","webber",1995-07-23
"edwards","marti",2003-04-05
"arturs","carrington",1998-11-15
"sterling","feick",1986-05-25
"hayes","hawes",1993-06-22
"krstic","marshall",1992-08-13
"o'bryant iii","tobey",1997-11-10
"tomas","zanna",1986-06-04
"cate","vinicius",1985-06-23
"jerebko","leday",1983-01-02
"baker","delfino",1988-06-20
"campazzo","dieng",1981-04-20
"odom","herrmann",1990-10-02
"ariel","geben",2002-04-20
"dez","balkman",1984-02-23
"awudu","coronica",1989-04-09
"pecherov","thompkins",2003-02-22
"braun","kloof",1989-11-01
"douglas-roberts","eyenga",1985-08-29
"whitehead","batista",1983-01-27
"elijah","byars",1997-04-18
"poeta","dudley",1992-07-01
"bismack","quinn",1987-11-18
"domantas","cebasek",1976-02-14
"shai","drew",1993-02-15
"rui","del",1974-02-18
"lonnie","dalembert",1982-10-13
"dave","devecchi",1995-03-26
"cunningham","moultrie",1989-07-06
"felix","ricci",1990-01-21
"trey","heal",1988-09-09
"ron","macculloch",1989-11-11
"guerra","henry",1982-06-13
"kirk","rochestie",1985-12-21
"payne","iverson",1984-12-24
"webb iii","kolios",1984-04-01
"tanoulis","graham",1989-11-20
"cummings","kelley",1991-04-08
"coronica","ebi",1990-10-28
"baron","lacombe",1990-08-07
"udonis","owens",1986-01-15
"freeland","u'u",1993-08-29
"shayne","withers",1993-02-04
"shields","foote",1989-07-11
"babbitt","dupree",1986-06-11
"giannopoulos","budinger",1995-12-29
"kobi","angley",1992-04-09
"shawnelle","sura",1979-12-28
"stanley","hernangomez",2003-12-07
"ronnie","bryant",1992-08-12
"darrick","choupas",1992-08-19
"juan carlos","gaines",1986-09-15
"emmanuel","berhanemeskel",1995-03-13
"yudai","baba",1982-11-11
"vinales","chikoko",1992-06-27
"nesby","birutis",1980-08-05
"san miguel","bertans",1993-02-07
"keifer","barbieri",1991-04-19
"luke","balbi",1993-03-19
"holt","highsmith",1994-10-01
"jakarr","zagars",1995-09-13
"david","davies",1979-04-13
"leandro","paunic",1993-01-06
"lamelo","umrikhin",1990-02-04
"billy","faye",1996-02-09
"batiste","cassell",1991-04-15
"magette","watson",1995-07-21
"rautins","morgan",1989-07-07
"howard","sundov",1980-01-13
"sam","howard",1983-02-16
"zack","wiley",1993-02-14
"xabi","nwaba",1994-04-28
"sacchetti","perrantes",1995-06-22
"quincy","montross",1985-12-26
"ndjock","perry",1994-10-09
"hermannsson","savovic",1986-09-29
"fogg","recasner",1975-04-30
"shved","winslow",1983-11-07
"juan","uskokovic",1994-12-08
"brackins","vassell",1995-02-17
"stockton","pruitt",1990-12-20
"skinner","trepagnier",1988-03-04
"melvin","milicic",1992-10-13
"metta","liggins",1990-04-23
"mattia","o'bryant",1996-04-28
"viktor","kabongo",1990-02-15
"gielo","keefe",1973-10-15
"chasson","munoz",1991-04-13
"renfroe","foyle",1994-02-09
"nuni","alexander-walker",1990-05-06
"leunen","bilan",1978-05-10
"tim","hlinason",1981-03-31
"mccoy","treier",1984-02-29
"thanasis","campazzo",1984-07-07
"michale","kingsley",1988-11-08
"zubkov","mcinnis",1989-11-13
"fridzon","kaimakoglou",1986-01-17
"gee","ahearn",1987-05-19
"zeke","ivey",1985-02-01
"cliff","giricek",1993-03-08
"jaycee","kazemi",1995-11-30
"shannon","qi",1981-05-04
"wanamaker","loyd",1984-05-12
"saunders","de",1991-10-15
"willy","udom",1992-02-05
"stevic","sanna",1994-06-08
"dahntay","crabbe",2001-08-25
"williams","mickey",1997-12-31
"jamel","saybir",2002-10-22
"kelvin","thiemann",1997-04-10
"cancar","ferry",2000-05-29
"milko","gene",1995-08-09
"suarez","andriuskevicius",1993-08-03
"milton","piatkowski",1992-06-04
"antawn","saric",1990-11-03
"knudsen","artis",1992-11-12
"filippo","dunston",1989-10-07
"oriol","kendley",1993-01-20
"sow","fantinelli",1997-11-05
"van rossom","simien",1981-12-03
"n'doye","nwaelele",1994-02-11
"ognjen","ennis",2001-04-19
"mcfarlin","nowitzki",1997-01-03
"deron","oakley",1998-06-06
"jaime","toolson",1991-05-29
"visconti","favors",2003-09-01
"jerryd","bibby",1992-08-24
"mcclish","hibbert",1979-05-28
"ware","milaknis",1985-05-31
